Occupancy description,scheme,label
Tax Office/Restaurant ,ATC,8
Telemarketer Office,ATC,8
Theater,ATC,10
Thrift Store,ATC,5
Ticket Booth,ATC,6
Tile Company,ATC,8
Tire Shop,ATC,5
Tobacco Products store,ATC,5
Tobacco/Vape Shop ,ATC,5
Towing Office & Car Body Repair Shop,ATC,7
Townhouse,ATC,2
Trailer Hitch Installation & Repair  ,ATC,7
Travel Agency,ATC,5
Triplex,ATC,2
Truck Repair Shop,ATC,7
Truck/Trailer Repair Shop,ATC,7
Trucking Company,ATC,8
T-Shirt Printing Shop,ATC,5
Union Hall 1,ATC,10
Union Hall 2,ATC,10
Union Hall 3,ATC,10
Union Hall 4,ATC,10
Upscale Furniture and Clothing Store,ATC,5
Used Auto Dealer,ATC,7
Used Car Lot Office,ATC,8
VAC,ATC,0
VAC- Full Service Car Wash,ATC,7
Vacant,ATC,0
Vacant American Legion Post,ATC,0
Vacant Apartment,ATC,2
Vacant Apartment under Renovation,ATC,2
Vacant Assisted Living Facility,ATC,4
Vacant Assisted Living Facility under Renovation,ATC,4
Vacant Auto Body Service and Repair Shop,ATC,7
Vacant Automotive Service-Repair Facility under Renovatio,ATC,7
Vacant Bakery under Renovation,ATC,7
Vacant Bar under Renovation,ATC,10
Vacant Bath House under Renovation,ATC,7
Vacant Builders Risk Dwelling,ATC,1
Vacant Builders Risk Post Office,ATC,8
Vacant Building,ATC,0
Vacant Building Garage,ATC,7
Vacant Building under Renovation,ATC,7
Vacant Buillding,ATC,0
Vacant Childrens Retail Store under Renovation,ATC,5
Vacant Church,ATC,22
Vacant Church under Renovation,ATC,22
Vacant Commercial,ATC,37
Vacant Commercial Building,ATC,37
Vacant Community Center under Renovation,ATC,7
Vacant Condo under Renovation,ATC,43
Vacant Convenience Store under Renovation,ATC,5
Vacant Day Care under Renovation,ATC,20
Vacant Dentist Office under Renovation,ATC,8
Vacant Dermatology Clinic,ATC,7
Vacant Duplex under Renovation,ATC,7
Vacant Dwelling,ATC,1
Vacant Dwelling - Model Home,ATC,1
Vacant Dwelling Home Office,ATC,8
Vacant Dwelling Renovation,ATC,1
Vacant Dwelling Rental,ATC,2
Vacant Dwelling under Reno,ATC,1
Vacant Dwelling Under Renovation,ATC,1
Vacant Dwelling under Renovation ,ATC,1
Vacant Dwelling under Renovations,ATC,1
Vacant Dwelling Under Renvoation,ATC,1
Vacant Fabric Store under Renovation,ATC,5
Vacant Full Service Car Wash,ATC,7
Vacant Funeral Home under Renovation,ATC,7
Vacant Furniture Store under Renovation,ATC,5
Vacant Garage,ATC,11
Vacant Grocery Store,ATC,5
Vacant Gym,ATC,7
Vacant Housing Challenged Shelter,ATC,7
Vacant Ice Cream Shop,ATC,5
Vacant Landscape Supply Center under Renovation,ATC,7
Vacant Liquor Store under Renovation,ATC,5
Vacant Medical Office,ATC,8
Vacant Medical Office under Renovation,ATC,8
Vacant Motel,ATC,3
Vacant Motel under Renovation,ATC,3
Vacant Office,ATC,8
Vacant Office and Warehouse,ATC,8
Vacant Office Building under Renovation,ATC,8
Vacant Office Supply Store,ATC,5
Vacant Office under Renovation,ATC,8
Vacant Office/Warehouse,ATC,8
Vacant Renovation Dwelling,ATC,1
Vacant Rental Dwelling,ATC,2
Vacant Rental Dwelling under Renovation,ATC,2
Vacant Restaurant,ATC,47
Vacant Restaurant Under Renovation,ATC,47
Vacant Retail,ATC,5
Vacant Retail Building,ATC,5
Vacant Retail Shop,ATC,5
Vacant Retail Space under Renovation,ATC,5
Vacant Retail Store,ATC,5
Vacant Retail Store under Renovation,ATC,5
Vacant School under Renovation,ATC,7
Vacant Single Family Dwelling,ATC,1
Vacant Storage,ATC,6
Vacant Storage Building,ATC,6
Vacant Storage/Warehouse,ATC,6
Vacant Store,ATC,5
Vacant Storefront,ATC,5
Vacant Strip Mall Center under Renovation,ATC,7
Vacant Strip Mall under Renovation,ATC,7
Vacant Warehouse,ATC,6
Vacant Warehouse under Renovation,ATC,6
Veterans Hall ,ATC,10
Veterans Post,ATC,10
Veterns Organization,ATC,10
VFW Cantina/Restaurant,ATC,47
VFW Post,ATC,10
Warehoues 3,ATC,6
Warehouse,ATC,6
Warehouse 1,ATC,6
Warehouse 2,ATC,6
Warehouse and Office,ATC,6
Warehouse Space,ATC,6
Warehouse Space ,ATC,6
Warehouse/Office,ATC,6
Warehouse/Repair Shop,ATC,6
Warehouses,ATC,6
Waste Management Services,ATC,32
Wedding Planner,ATC,7
Welder,ATC,7
Wiffle Ball Factory/Warehouse,ATC,6
Window Tinting Service Building,ATC,7
Window Treatment Company,ATC,8
Window Treatment Company 1,ATC,8
Window Treatment Company 2,ATC,8
Wine Bar/Shop,ATC,5
Wine Shop,ATC,5
Winebar,ATC,10
Woodshop,ATC,7
Woodworker,ATC,7
Woodworking Warehouse,ATC,6
Workbench Manufacturer,ATC,13
Workshop,ATC,0
Agricultural & Forestry Experiment Station,ATC,20
Barn,ATC,20
Blue Seed Building,ATC,20
Boiler Maintenance,ATC,20
Calving Barn,ATC,20
Central House,ATC,1
Cold Storage,ATC,20
Cow Barn,ATC,20
Farm Manager's House,ATC,1
Feed Lot Cow Shed,ATC,20
Feed Mill,ATC,20
Fertilizer Storage Building,ATC,20
Forage Dryer,ATC,20
General Multipurpose,ATC,20
Grinding Facility,ATC,20
Hay Storage,ATC,20
Hay Storage Shed,ATC,20
Hazardous Materials Storage,ATC,6
Herdsman House,ATC,1
Horticulture/Agronomy,ATC,20
Kerttula Hall,ATC,20
Knight Hall,ATC,20
Kodiak Cottage,ATC,1
Lower Garage,ATC,20
Machine Shed,ATC,20
Maintenance Shops,ATC,20
North Garage,ATC,20
Pesticide Storage,ATC,20
Sewage Treatment Plant,ATC,32
South Garage,ATC,20
Storage 1,ATC,6
Storage Building 2,ATC,6
Storage Building 3,ATC,6
Storage Building 4,ATC,6
Straw Mix Facility,ATC,20
Swine Facility,ATC,20
USDA Greenhouse 1,ATC,20
USDA Greenhouse 2,ATC,20
USDA Greenhouse 3,ATC,20
USDA Greenhouse 4,ATC,20
Visitor Center,ATC,8
Water Reservoir,ATC,31
Well Pumphouse,ATC,31
Yellow Mess Hall,ATC,20
Hazardous Material Storage,ATC,6
"Owen, Alfred A. Building",ATC,6
"Owen, Alfred A. Storage",ATC,6
Anchorage Campus,ATC,54
1901 Bragaw St. Building,ATC,8
Administration Utility Building,ATC,8
Administration/Humanities Building,ATC,54
Alaska Airlines Center,ATC,8
Allied Health Sciences Building,ATC,54
ANSEP Academy Building,ATC,54
ANSEP Building,ATC,54
Arcade & Bridge Lounge,ATC,54
Auto/Diesel Technology Building,ATC,54
Aviation Technology Center,ATC,54
Aviation Technology Storage,ATC,54
Central Parking Garage,ATC,11
Conoco Phillips Integrated Sciences Building,ATC,54
Consortium Library,ATC,54
"Cuddy, Lucy Hall",ATC,54
Custodial Storage Shed,ATC,6
Disability Support Services Annex,ATC,54
East Hall,ATC,4
East Parking Garage,ATC,11
Ecosystem-Biomedical Laboratory,ATC,54
Energy Module No. 1,ATC,54
Energy Module No. 2,ATC,54
Engineering & Computation Building,ATC,54
Engineering and Industry Building,ATC,54
Engineering Parking Garage,ATC,11
Engineering Temporary Building 1,ATC,54
Enrollment Services Center,ATC,8
Fine Arts Building,ATC,54
Goose Lake Townhomes,ATC,4
"Gorsuch, Edward Lee Commons",ATC,54
Greenhouse,ATC,20
Greenhouse Storage,ATC,6
Grounds Equipment Shop,ATC,5
Grounds Irrigation Equipment Shop,ATC,5
Grounds Main Office Building,ATC,8
Grounds Staff Building,ATC,8
"Hartleib, Gordon Building",ATC,54
Hazardous Materials Storage Building,ATC,54
Health Sciences Building,ATC,54
Ice Plant 1,ATC,54
"Main Apartment Complex, Unit 1",ATC,4
"Main Apartment Complex, Unit 2",ATC,4
"Main Apartment Complex, Unit 3",ATC,4
"Main Apartment Complex, Unit 4",ATC,4
"Main Apartment Complex, Unit 5",ATC,4
"Main Apartment Complex, Unit 6",ATC,4
"McDonald, Beatrice G. Hall",ATC,54
"Monserud, Sally Hall",ATC,54
Natural Sciences Building,ATC,54
North Hall,ATC,4
Parrish Bridge,ATC,54
Professional Studies Building,ATC,54
"Rasmuson, Ed and Cathy Building",ATC,54
Seawolf Sports Complex,ATC,10
"Short, Eugene Building",ATC,54
Social Sciences Building,ATC,54
Student Union,ATC,54
"Templewood Apartments, Building A",ATC,4
"Templewood Apartments, Building B",ATC,4
"Templewood Apartments, Building C",ATC,4
"Templewood Apartments, Building D",ATC,4
"Templewood Apartments, Building E",ATC,4
"Templewood Apartments, Building F",ATC,4
Transportation Research Center,ATC,54
University Center,ATC,54
West Bridge,ATC,54
West Hall,ATC,4
"Williamson, Wendy Auditorium",ATC,54
Bristol Bay Campus,ATC,54
Bristol Bay Campus Applied Sciences Building,ATC,54
Passive Office,ATC,8
"Wood, Margaret Building",ATC,8
Admin/Classroom Building,ATC,8
College of Fisheries and Ocean Sciences,ATC,54
College of Fisheries and Ocean Sciences Juneau Center,ATC,54
College Of Fisheries And Ocean Sciences Juneau Center Storage,ATC,54
Dock Facility,ATC,54
Four-Plex Apartment,ATC,2
"Hood, D.W. Research Laboratory Building",ATC,8
Machine Shop,ATC,54
Marine Sciences Building,ATC,54
Modular Storage Unit #1,ATC,6
Modular Storage Unit #2,ATC,6
Orca Building,ATC,8
"Rae, K. M. Marine Education Center",ATC,54
Yellow Lab,ATC,8
College of Rural & Community Development,ATC,54
Brooks Memorial Mines Building,ATC,8
Community and Technical College,ATC,54
Barnette Street Parking Garage,ATC,11
Bunnell House,ATC,54
CTC Aviation Hangar,ATC,54
UAF Community and Technical College Center,ATC,54
FAI - Delta Mine and Petroleum Training Service (UAF),ATC,54
Delta MTC Admin Storage,ATC,6
Delta MTC Atco 4,ATC,54
Delta MTC Atco 5,ATC,54
Delta MTC Atco 6,ATC,54
Delta MTC Classroom,ATC,54
Delta MTC Dining Facility,ATC,47
Delta MTC Dry Changeroom Connex,ATC,54
Delta MTC Generator,ATC,54
Delta MTC Maintenance Shop,ATC,7
Delta MTC Old Residence Halls,ATC,4
Delta MTC Simulation Lab,ATC,8
Delta MTC Storage Cabin,ATC,6
Delta MTC Underground Great Room,ATC,54
Delta MTC Well House,ATC,54
Fairbanks Campus,ATC,54
"Akasofu, Syun-Ichi Building",ATC,8
Animal Handling Facility,ATC,54
Arctic Health Research Center,ATC,54
ASF Main Building,ATC,54
ASF Utility Building,ATC,54
"Atkinson, Ben J. Building",ATC,54
Aurora Building,ATC,54
"Bartlett, E. L. Hall",ATC,4
Bioscience Research And Diagnostic,ATC,8
"Bunnell, Charles Building",ATC,8
Bus Shelter- South Nenana,ATC,8
Bus Shelter- Taku,ATC,8
Bus Shelter- Wood Center,ATC,8
Cantwell Reindeer Station,ATC,54
Chancellor's House,ATC,4
"Chapman, Sydney Building",ATC,8
Chiller House,ATC,54
CIGO Absolute Building,ATC,54
CIGO Calibration Building,ATC,54
CIGO Control GPS Building,ATC,54
CIGO Interface Building,ATC,54
CIGO Maintenance Building,ATC,54
CIGO Seismic Vault Building,ATC,54
CIGO Sensor Building,ATC,54
College International Geophysical Observatory Absolute Sensor #2 Building,ATC,54
Combined Heat and Power Boiler Building,ATC,54
Constitution Hall,ATC,54
Cooling Towers (Included in FS807 - Chiller House),ATC,54
Copper Lane House 1818,ATC,8
"Cutler, Howard Apartments, Complex 1",ATC,4
"Cutler, Howard Apartments, Complex 2",ATC,4
"Cutler, Howard Apartments, Complex 3",ATC,4
"Cutler, Howard Apartments, Complex 4",ATC,4
"Cutler, Howard Apartments, Complex 5",ATC,4
"Cutler, Howard Apartments, Complex 6",ATC,4
Diesel Engine Generator Building,ATC,23
Diesel Generator Radiators (Included in FS817 - Diesel Engine Generator Building),ATC,23
"Duckering, William Elmhirst Building",ATC,54
Earthwatch House,ATC,4
"Eielson, Carl Ben Memorial Building",ATC,8
Electrical Engineering Taku Facility,ATC,54
"Elvey, C. T. Building",ATC,8
Emergency Generator Building,ATC,54
Energy Technology Test Modules,ATC,54
Environmental Health and Safety Building,ATC,8
Facilities Headhouse,ATC,7
Fine Arts Complex (Art Gallery & Rooms),ATC,54
Fine Arts Complex (Concert Hall & Music Rooms),ATC,10
"Fine Arts Complex (Great Hall, Theatre, & KUAC)",ATC,54
Forestry Research Building,ATC,8
Garage/Warehouse,ATC,6
Garden Apartments I,ATC,4
Garden Apartments II,ATC,4
Geist Pumphouse,ATC,31
Geophysical Institute Storage,ATC,6
Gift Shop,ATC,5
"Gruening, Ernest Building",ATC,8
Harwood Hall,ATC,4
Hay Storage,ATC,6
Hazardous Chemicals,ATC,15
Hazardous Materials Handling Facility,ATC,15
"Health, Safety & Security",ATC,8
Hess Village 751,ATC,4
Hess Village 752,ATC,4
Hess Village 753,ATC,4
Hess Village 754,ATC,4
Hess Village 755,ATC,4
Hess Village 756,ATC,4
Hess Village 757,ATC,4
Hess Village 758,ATC,4
Hess Village 759,ATC,4
Hess Village 760,ATC,4
Hess Village 761,ATC,4
Hess Village 762,ATC,4
Hess Village Community Center,ATC,54
Hess Village Lift Station,ATC,54
Hess Village Storage Building #1,ATC,6
Hess Village Storage Building #2,ATC,6
Hess Village Storage Building #3,ATC,6
Hess Village Storage Building #4,ATC,6
"Hess, Harriet & Luther Commons",ATC,4
Hibernaculum Instrumentation Lab,ATC,54
IAB Greenhouse,ATC,20
"Irving, Laurence Building for Bioscience I",ATC,54
"Irving, Laurence Building for Bioscience II",ATC,54
Klein House,ATC,4
KUAC FM Transmitter Building,ATC,54
KUAC-TV Translator,ATC,54
KUAC-TV Transmitter,ATC,54
LARS Ground Squirrel Enclosure,ATC,20
LARS Hay Storage 2,ATC,6
LARS Large Animal Facility Telemetry Building,ATC,20
LARS Large Animal Holding Facility,ATC,20
"Lathrop, Austin E. Hall",ATC,8
"Maclean, Eileen Panigeo Inupiat House 777",ATC,4
"Maclean, Eileen Panigeo Inupiat House 778",ATC,4
"Maclean, Eileen Panigeo Inupiat House 779",ATC,4
"MacLean, Eileen Panigeo Inupiat House 780",ATC,4
"McIntosh, John A. Hall",ATC,4
Modular Building 10,ATC,8
Modular Building 12,ATC,8
Modular Building 6,ATC,8
"Moore, Terris Hall",ATC,4
"Murie, Margaret Building",ATC,54
MUS Demarcation,ATC,54
"Nerland, Andrew Hall",ATC,4
North Chandalar Drive 1036,ATC,4
North Chandalar Drive 1042,ATC,4
North Chandalar Drive 1048,ATC,4
North Chandalar Drive 1054,ATC,4
North Chandalar Drive 1060,ATC,4
North Chandalar Drive 1066,ATC,4
North Chandalar Drive 1074,ATC,4
North Chandalar Drive 1075,ATC,4
North Chandalar Drive 1082,ATC,4
Octagon-Koyukuk (Ski Hut),ATC,10
O'Neill Hazmat Building,ATC,54
"O'Neill, William A. Resources Building",ATC,54
Patty Ice Arena,ATC,10
"Patty, Ernest N. Center",ATC,54
Physical Plant,ATC,12
Power Plant Storage,ATC,30
Rainey-Skarland Cabin,ATC,4
"Rasmuson, Elmer E. Library",ATC,54
"Reichardt, Paul B. Building",ATC,54
Research Barn,ATC,54
Rifle Range Outbuilding,ATC,10
Rifle Range Shelter,ATC,10
Signers' Hall,ATC,8
"Skarland, Ivar Hall",ATC,4
"Stevens, Morton Hall",ATC,4
Storage,ATC,6
"Stuart, Walter T. Hall",ATC,4
Student Housing Storage,ATC,4
Student Recreation Center,ATC,54
Sustainable Student Housing Village 1,ATC,4
Sustainable Student Housing Village 2,ATC,4
Sustainable Student Housing Village 3,ATC,4
Sustainable Student Housing Village 4,ATC,4
Switchgear Building,ATC,54
Tanana Loop 1654,ATC,4
Tanana Loop 1662,ATC,4
Tanana Loop 1672,ATC,4
Tanana River Test Site Office,ATC,8
"Tilly, Lola Commons",ATC,8
Toolik Lake Winter Quarters,ATC,4
University of Alaska Museum of The North,ATC,54
University Park Building,ATC,54
University Park Generator Building,ATC,54
USDA Subarctic Bioscience Lab #1,ATC,54
USDA Subarctic Bioscience Lab #2,ATC,54
"Usibelli, Joseph E. Engineering and Learning Building",ATC,54
Utilities Cable Storage,ATC,6
Utilities Gvea Intertie Building (Tie Shack),ATC,54
Utility Tie Switchgear Building,ATC,54
Walsh Hall,ATC,4
Wash House,ATC,4
Water Treatment 2,ATC,31
Water Treatment Plant,ATC,31
Well Pumphouse,ATC,31
Well Pumphouse II,ATC,31
West Ridge Research Building,ATC,8
Whitaker Building,ATC,54
"Wickersham, Judge James A. and Grace Hall",ATC,4
"Wood, William Ransom Center",ATC,54
Yurt 1,ATC,54
Geophysical Institute Poker Flat Research Range,ATC,54
Balloon Inflation Facility,ATC,54
Block House,ATC,54
Blockhouse Annex,ATC,54
Communications Building,ATC,54
Communications Service Building,ATC,54
Data Lynx Building,ATC,54
Grader Shed,ATC,54
Health Building,ATC,54
Lidar Annex,ATC,54
Lidar Observatory,ATC,54
Microwave Building,ATC,54
Miller House,ATC,1
MST Site Building,ATC,54
Pad Five,ATC,54
Range Administration Center,ATC,8
Red Facility Garage,ATC,54
Redstone Antenna Support Building,ATC,54
Science Operation Center,ATC,54
Telemetry Administration Building,ATC,54
"Tool Crib, A-Rab",ATC,54
Warm Storage Building,ATC,54
Wind Tower Building,ATC,54
Fort Yukon Classroom Annex,ATC,54
Fort Yukon Rural Education Center,ATC,54
Harper Building,ATC,8
Tok Center Garage,ATC,11
Tok Rural Education Center,ATC,8
"Anderson, Clarence L. Building",ATC,54
"Banfield, Mildred H. Hall",ATC,4
"Egan, William A. Library and Classroom Wing",ATC,54
Facilities Annex,ATC,8
Hendrickson Annex,ATC,8
"Hendrickson, Waino E. Building",ATC,8
Housing Refuse & Recycling Building,ATC,32
Knode House,ATC,1
Marine Technology Bldg,ATC,54
Mathisen House,ATC,1
Mattocks House,ATC,1
"Mourant, Rob Building",ATC,54
Natural Sciences Research Lab,ATC,54
"Novatney, Dorothy Building",ATC,8
Noyes Pavilion,ATC,54
"Pugh, John R. Residence Hall",ATC,4
"Soboleff, Walter A. Building",ATC,8
Stover House,ATC,1
Student Housing Unit A,ATC,4
Student Housing Unit B,ATC,4
Student Housing Unit C,ATC,4
Student Housing Unit D,ATC,4
Student Housing Unit E,ATC,4
Student Housing Unit F,ATC,4
Student Housing Unit G,ATC,4
Student Lodge,ATC,4
Technical Education Center,ATC,54
Water Booster Pump,ATC,31
"Whitehead, William Massie and Dorothy Johnson Building",ATC,54
Kenai Peninsula College,ATC,54
"Brockel, Clayton Building",ATC,54
Campus Warehouse,ATC,6
Career Technical Education Center,ATC,54
"Goodrich, Clarence Building",ATC,54
"McLane, Enid S. Building",ATC,8
Soldotna Storage Shed,ATC,6
"Steffy, Dennis and Ginger Mining and Petroleum Training Service Center of Excellence",ATC,54
Student Housing Complex,ATC,4
Student Housing Pavilion,ATC,4
Student Housing Pavilion Comfort Station,ATC,4
"Ward, Walter E. Sr. Building",ATC,54
Kenai Peninsula College - Kachemak Bay Campus,ATC,54
Bayview Hall,ATC,54
Homer Storage Shed,ATC,6
Homer Vehicle Storage & Maint. Shop,ATC,6
Kachemak Bay National Estuarine Research Center,ATC,8
Pioneer Hall,ATC,54
Ketchikan Campus,ATC,54
"Paul, William L. Building",ATC,8
Southeast Alaska Maritime Training Center,ATC,54
"Ziegler, Adolph H. Building",ATC,54
Kodiak College,ATC,54
Adult Learning Center,ATC,54
"Benson, Benny Building",ATC,54
College Cabin No. 2,ATC,54
Kodiak Storage Shed,ATC,6
Vocational Technology Building,ATC,54
Kuskokwim Campus,ATC,54
"Lind, Maggie Building",ATC,54
Phase 1 Building,ATC,8
Sackett Hall,ATC,4
Sackett Hall Annex,ATC,4
Voc-Tech Building,ATC,54
Yup'ik Language Center,ATC,8
"Yup'ik Museum, Library & Cultural Ctr",ATC,54
Matanuska-Susitna College,ATC,54
Bridge,ATC,54
"Kerttula, Jalmar M. Building",ATC,54
Log Cabin Storage,ATC,6
"Machetanz, Fred & Sara Building",ATC,54
"Massay, Glenn Theater",ATC,54
Mat-Su Pumphouse,ATC,31
"Okeson, Alvin S. Building",ATC,54
Ortner Warehouse,ATC,6
Snodgrass Hall,ATC,54
State Fairgrounds Cabin,ATC,54
Northwest Campus,ATC,54
Art/Science Satellite 1,ATC,54
"Brown, Emily Ivanoff Learning Center",ATC,54
Cooperative Extension Building,ATC,54
"Nagozruk, Arthur Sr. Building",ATC,8
Northwest Campus Education Center,ATC,54
"Seppala, Leonhard Alternative Education Building",ATC,54
Shop Building,ATC,5
Storage Building/Boat Shop,ATC,6
Tool Shed Building,ATC,6
University Outreach Building,ATC,8
Prince William Sound College,ATC,54
Copper Basin Hall,ATC,4
Cordova Hall,ATC,4
Growden-Harrison Building,ATC,54
Valdez Hall,ATC,4
Valdez Warehouse,ATC,6
"Whitney, Maxine and Jesse Museum",ATC,54
Hangar 332,ATC,54
Bragaw Office Complex #1,ATC,8
Bragaw Office Complex #2,ATC,8
Perkins Cabin,ATC,1
Rasmuson House,ATC,1
University Lake Building,ATC,54
University Lake Building Annex,ATC,54
"Butrovich, John Building",ATC,8
Schaible House,ATC,1
Statewide Storage,ATC,6
Administration Building,ATC,8
Classroom,ATC,54
Classrrom',ATC,54
Dining Hall,ATC,47
Dorm,ATC,4
Instructor's Cabin,ATC,4
"Kitchen, Conference Room, ",ATC,47
Research Radar Station ,ATC,54
Storage Building,ATC,6
Surface Shop,ATC,5
Well House,ATC,54
Commercial,ATC,37
Residential,ATC,1
Corporate Office / Condo,ATC,8
Medical,ATC,9
Medical ,ATC,9
Medical Office,ATC,9
Medical Office 82%,ATC,9
Hotel,ATC,3
Single-Family Built-For-Rent,ATC,2
 Learning Center,ATC,25
 Learning Center ,ATC,25
 Office,ATC,8
 Residence,ATC,1
 Training Center& Learning Center,ATC,25
Agro Feedmill ,ATC,20
Agro Hatchery ,ATC,20
AI Laboratory House - Swine,ATC,8
Analysis Centre,ATC,8
Aqua Feedmill ,ATC,38
Aqua Hatchery ,ATC,20
Breeder Farm,ATC,20
Breeder Farm ,ATC,20
Broiler Farm ,ATC,20
Building,ATC,38
Business Center & Warehouse,ATC,6
Campus,ATC,4
Chicken,ATC,20
Cleaning & Repairing Yard,ATC,7
Co Lab,ATC,8
Cold Storage,ATC,14
Cold Strorage,ATC,14
College,ATC,25
Contract Farm,ATC,20
Contract-Region 1 Ilocos,ATC,14
Contract-Region 3 Central Luzon,ATC,14
Contract-Region XI Davao Region,ATC,14
Contract-Region2,ATC,14
Culinary School ,ATC,25
Data Center,ATC,8
Distribution Center,ATC,6
Distribution Center ,ATC,6
Distribution Center & Warehouse,ATC,6
Domitory,ATC,4
Dressing Plant ,ATC,38
Dry Storage,ATC,6
Duck,ATC,20
Fa+N11:P18rm - Duck,ATC,20
Factory,ATC,38
Factory -  Slaughter House & Further Processing & Rendering & Office & Utilities ,ATC,14
Factory - Agricultural Machinery & Equipment,ATC,20
Factory - Agricultural Machinery & Equipment & Office,ATC,20
Factory - Bakery ,ATC,14
Factory - Bakery & Further Processing - Finished Food,ATC,14
Factory - Block Rubber,ATC,38
Factory - Cheese ,ATC,14
Factory - Chicken Seasoning ,ATC,14
Factory - Coffee Roaster  & Warehouse & Office,ATC,14
Factory - Coffee Roaster  & Warehouse & Office & Exhibition Hall,ATC,14
Factory - Dairy Products,ATC,20
Factory - Feather Mill - Chicken,ATC,14
Factory - Feedmill - Agro - Industry,ATC,20
Factory - Feedmill - Agro Industry,ATC,20
Factory - Feedmill - Aquaculture,ATC,20
Factory - Feedmill - Livestock,ATC,20
Factory - Feedmill - Pet,ATC,38
Factory - Feedmill - Pet & Office,ATC,38
Factory - Fertilizer,ATC,15
Factory - Fishmeal,ATC,38
Factory - Food Processing - Sauce & Aseptic,ATC,14
Factory - Further Food Processing - Chicken & Duck,ATC,14
Factory - Further Food Processing - Egg,ATC,14
Factory - Further Food Processing - Shrimp,ATC,14
Factory - Further Food Processing - Shrimp & Warehouse,ATC,14
Factory - Further Processing,ATC,14
Factory - Further Processing  - Chicken,ATC,14
Factory - Further Processing  - Sausage,ATC,14
Factory - Further Processing  - Sausage/Factory - Slaughter House - Chicken ,ATC,14
Factory - Further Processing  - Shrimp,ATC,14
Factory - Further Processing  - Swine & Office,ATC,14
Factory - Further Processing - Chicken,ATC,14
Factory - Further Processing - Duck,ATC,14
Factory - Further Processing - Finished Food,ATC,14
Factory - Further Processing - Swine,ATC,14
Factory - Further Processing & Egg Grading & Utilities - Egg ,ATC,14
Factory - Further Processing & Warehouse,ATC,14
Factory - Meat Processing Plant - Swine ,ATC,14
Factory - Meatball & Office,ATC,14
Factory - Non Woven,ATC,38
Factory - Plastic,ATC,12
Factory - Plastic ,ATC,12
Factory - Plastic - Rigid+Coating+Papercore+HQ,ATC,12
Factory - Plastic - Woven Bag,ATC,12
Factory - Plastics,ATC,12
Factory - Poultry Feather Mill,ATC,14
Factory - Rice Polishing Mill & Warehouse,ATC,14
Factory - Ricemill ,ATC,14
Factory - Ricemill & Warehouse,ATC,14
Factory - Seed Drying ,ATC,14
Factory - Seed Drying & Warehouse,ATC,14
"Factory - Seed Processing - Rice, Office & Warehouse",ATC,14
Factory - Slaughter House,ATC,14
Factory - Slaughter House - Chicken ,ATC,14
Factory - Slaughter House - Chicken & Duck,ATC,14
Factory - Slaughter House - Swine,ATC,14
Factory - Slaughter House - Swine ,ATC,14
Factory - Slaughter House & Further Food Processing - Chicken,ATC,14
Factory - Slaughter House & Further Food Processing & Poultry Feather Mill - Chicken & Office,ATC,14
Factory - Slaughter House & Further Food Processing & Utilities- Chicken ,ATC,14
Factory - Slaughter House & Further Processing - Swine,ATC,14
Factory - Surgical Mask,ATC,13
